category,rating,reviews,installs,type,price,content_rating,app_size,last_updated_encoded
Education/Business,4.3,10.660172753900062,13.815510557964274,Free,0.0,Everyone 10+,16.0,3134
Social,4.1,9.433083843269053,13.815510557964274,Free,0.0,Mature 17+,19.0,2787
Entertainment,4.4,11.592826624164713,16.11809565095832,Free,0.0,Everyone,35.0,3111
Education/Business,4.1,5.278114659230517,9.210340371976184,Free,0.0,Everyone,7.3,3102
Entertainment,3.5,7.588829878307813,11.512925464970229,Free,0.0,Teen,21.0,2983
Lifestyle,4.1,12.813907005736072,16.11809565095832,Free,0.0,Everyone,11.0,3122
Lifestyle,3.7,7.717796211013582,11.512925464970229,Free,0.0,Everyone,15.0,3136
Entertainment,4.1,8.939056445334039,13.815510557964274,Free,0.0,Everyone,6.0,3031
Tools,3.6,7.229113877793302,13.122363377404328,Free,0.0,Everyone,16.0,3135
Education/Business,4.1,7.496652438168283,11.512925464970229,Free,0.0,Everyone,26.0,3029
Lifestyle,4.8,2.302585092994046,2.302585092994046,Free,0.0,Everyone,4.0,3085
Lifestyle,4.7,8.870101048785726,11.512925464970229,Free,0.0,Everyone,40.0,2412
Entertainment,4.4,15.186977788450365,17.72753356339242,Free,0.0,Teen,77.0,3118
Lifestyle,3.9,8.90598676523643,13.815510557964274,Free,0.0,Everyone,19.0,2932
Tools,2.0,0.0,3.912023005428146,Free,0.0,Everyone,29.0,2734
Tools,2.9,5.634789603169249,10.819778284410283,Free,0.0,Everyone,10.0,1778
Tools,3.6,3.258096538021482,8.517193191416238,Free,0.0,Everyone,1.2,1964
Social,4.4,12.057920604506316,15.424948470398375,Free,0.0,Mature 17+,3.1,3137
Lifestyle,3.9,10.343708291934567,13.815510557964274,Free,0.0,Everyone,83.0,3088
Social,4.2,11.27884734860324,15.424948470398375,Free,0.0,Teen,23.0,3135
Entertainment,4.1,12.75962149532985,16.11809565095832,Free,0.0,Everyone,20.0,2996
Lifestyle,4.7,7.047517221357296,11.512925464970229,Free,0.0,Everyone,9.8,3056
Lifestyle,4.8,6.668228248417403,6.907755278982137,Paid,1.99,Everyone,53.0,3133
Lifestyle,3.7,4.110873864173311,10.819778284410283,Free,0.0,Everyone,11.0,3125
Lifestyle,4.1,4.955827057601261,9.210340371976184,Free,0.0,Everyone,0.431640625,2592
Lifestyle,4.4,2.772588722239781,6.214608098422191,Free,0.0,Everyone,45.0,3131
Tools,3.9,7.993619994827744,11.512925464970229,Free,0.0,Everyone,4.2,3111
Entertainment,4.5,9.282474969735382,13.815510557964274,Free,0.0,Everyone,47.0,3137
Entertainment,4.6,13.61678397149699,16.11809565095832,Free,0.0,Everyone,25.0,3098
Tools,4.0,10.400589435082308,15.424948470398375,Free,0.0,Everyone,3.2,3137
Entertainment,4.2,9.473012281423795,11.512925464970229,Paid,6.99,Teen,46.0,2545
Education/Business,2.6,2.5649493574615367,6.907755278982137,Free,0.0,Everyone,4.3,2496
Tools,4.7,9.55044884660634,11.512925464970229,Paid,3.99,Everyone,8.7,3137
Entertainment,4.4,14.288102085710197,16.11809565095832,Free,0.0,Teen,57.0,3099
Social,3.4,7.831617276352611,11.512925464970229,Free,0.0,Mature 17+,5.0,3127
Lifestyle,3.6,7.077498053569231,11.512925464970229,Free,0.0,Everyone,3.9,2657
Lifestyle,4.6,10.731405981781311,13.815510557964274,Free,0.0,Mature 17+,28.0,3080
Lifestyle,4.4,13.547587974623333,16.11809565095832,Free,0.0,Everyone,69.0,3107
Tools,4.2,5.181783550292085,6.907755278982137,Paid,0.99,Everyone,4.8,3124
Lifestyle,5.0,0.0,2.302585092994046,Free,0.0,Everyone,7.9,3127
Lifestyle,4.2,7.7102051944325325,13.122363377404328,Free,0.0,Everyone,37.0,3125
Lifestyle,4.2,7.1631723908466425,10.819778284410283,Free,0.0,Everyone,40.0,2847
Education/Business,2.5,7.628031126930335,11.512925464970229,Free,0.0,Everyone,17.0,3106
Tools,4.3,7.975908360165538,13.122363377404328,Free,0.0,Everyone,2.3,2214
Tools,4.4,13.91745323947558,17.72753356339242,Free,0.0,Everyone,25.0,3140
Entertainment,4.7,12.069857655276449,16.11809565095832,Free,0.0,Everyone,24.0,3133
Lifestyle,3.4,5.932245187448011,11.512925464970229,Free,0.0,Everyone,6.1,2636
Lifestyle,2.0,2.0794415416798357,6.907755278982137,Free,0.0,Everyone,12.0,2509
Lifestyle,4.7,11.677804108152463,16.11809565095832,Free,0.0,Everyone,7.0,3126
Entertainment,4.6,2.4849066497880004,3.912023005428146,Free,0.0,Everyone,18.0,2768
Lifestyle,4.3,8.48632152774915,13.815510557964274,Free,0.0,Everyone,13.0,3120
Tools,5.0,0.0,2.302585092994046,Free,0.0,Everyone,3.7,3115
Social,4.2,11.73082328144437,16.11809565095832,Free,0.0,Everyone,0.6787109375,1647
Education/Business,4.1,2.70805020110221,6.907755278982137,Free,0.0,Everyone,24.0,3016
Lifestyle,4.2,4.276666119016055,9.210340371976184,Free,0.0,Teen,2.5,1994
Entertainment,3.8,1.791759469228055,6.907755278982137,Free,0.0,Everyone,3.5,2972
Tools,3.3,3.2188758248682006,6.907755278982137,Free,0.0,Everyone,46.0,2643
Tools,4.4,12.021951470394075,15.424948470398375,Free,0.0,Everyone,1.8,3066
Entertainment,4.4,9.630431332279667,13.815510557964274,Free,0.0,Everyone,30.0,2831
Education/Business,4.8,1.791759469228055,4.605170185988092,Free,0.0,Everyone,11.0,3079
Lifestyle,3.7,5.673323267171493,11.512925464970229,Free,0.0,Everyone,37.0,2813
Lifestyle,4.1,10.285991049006945,15.424948470398375,Free,0.0,Everyone,26.0,3059
Entertainment,4.4,7.61085279039525,11.512925464970229,Free,0.0,Everyone,84.0,3065
Tools,4.7,5.752572638825633,9.210340371976184,Free,0.0,Everyone,14.0,2943
Education/Business,4.3,8.687442166975924,13.122363377404328,Free,0.0,Everyone,22.0,3124
Lifestyle,4.7,9.455949668006056,13.815510557964274,Free,0.0,Everyone,15.0,3137
Tools,4.1,10.484892788250326,15.424948470398375,Free,0.0,Everyone,3.5,3045
Social,4.8,6.586171654854675,9.210340371976184,Free,0.0,Teen,3.7,2476
Lifestyle,4.4,3.912023005428146,8.517193191416238,Free,0.0,Everyone,0.494140625,2592
Education/Business,4.8,3.828641396489095,6.907755278982137,Free,0.0,Everyone,46.0,2677
Tools,4.1,3.091042453358316,8.517193191416238,Free,0.0,Everyone,0.5322265625,2258
Lifestyle,5.0,0.6931471805599453,4.605170185988092,Free,0.0,Everyone,3.9,2854
Tools,4.5,9.175024026848615,13.815510557964274,Free,0.0,Everyone,5.1,3139
Lifestyle,4.5,10.80732101380793,13.815510557964274,Free,0.0,Everyone,6.8,3097
Tools,1.8,2.4849066497880004,6.907755278982137,Free,0.0,Everyone,14.0,3136
Education/Business,4.7,12.073169626865946,16.11809565095832,Free,0.0,Mature 17+,25.0,3139
Entertainment,4.4,8.388450315523512,11.512925464970229,Free,0.0,Everyone,40.0,2658
Tools,3.9,5.313205979041787,9.210340371976184,Free,0.0,Everyone,2.3,2618
Entertainment,4.2,11.886920545608906,16.11809565095832,Free,0.0,Teen,85.0,3126
Social,4.8,5.831882477283517,8.517193191416238,Paid,0.99,Everyone,9.6,1876
Tools,3.4,7.044905117129371,11.512925464970229,Free,0.0,Everyone,19.0,3069
Education/Business,4.7,7.482681828154651,10.819778284410283,Free,0.0,Everyone,23.0,1871
Tools,4.5,4.532599493153256,9.210340371976184,Free,0.0,Teen,0.90234375,1120
Lifestyle,4.5,5.204006687076795,9.210340371976184,Free,0.0,Everyone,39.0,3113
Lifestyle,3.7,6.523562306149512,9.210340371976184,Free,0.0,Everyone,8.2,3134
Entertainment,4.7,10.828222531192946,13.815510557964274,Free,0.0,Everyone,82.0,3135
Lifestyle,3.5,9.557116483735667,13.815510557964274,Free,0.0,Everyone,5.9,2350
Tools,4.4,12.46896369429937,16.11809565095832,Free,0.0,Everyone 10+,13.0,3118
Tools,4.4,5.1647859739235145,6.907755278982137,Paid,0.99,Everyone,5.5,1471
Education/Business,1.2,3.784189633918261,6.907755278982137,Free,0.0,Everyone,27.0,3020
Tools,4.2,10.897905312186381,15.424948470398375,Free,0.0,Everyone,16.0,3073
Education/Business,4.8,9.23941361946189,11.512925464970229,Paid,4.99,Everyone,39.0,2657
Entertainment,3.9,8.614501373883236,13.815510557964274,Free,0.0,Everyone,32.0,3118
Lifestyle,4.8,12.301950845798507,16.11809565095832,Free,0.0,Everyone,11.0,3133
Lifestyle,4.3,14.074247482350266,18.420680743952367,Free,0.0,Everyone,11.0,3022
Lifestyle,3.1,8.80941494391005,13.122363377404328,Free,0.0,Everyone,11.0,2953
Tools,4.4,7.215975002651466,10.819778284410283,Paid,2.99,Everyone,33.0,3119
Entertainment,4.5,15.390441287089011,17.72753356339242,Free,0.0,Mature 17+,32.0,3066
Tools,3.9,6.059123195581797,11.512925464970229,Free,0.0,Everyone,3.8,1915
Tools,3.5,7.600902459542082,11.512925464970229,Free,0.0,Everyone,14.0,3133
Lifestyle,4.6,2.302585092994046,6.907755278982137,Free,0.0,Everyone,8.7,3120
Tools,4.8,8.023552392404348,11.512925464970229,Free,0.0,Everyone,12.0,3133
Tools,4.3,11.180078648564056,16.11809565095832,Free,0.0,Everyone,12.0,3083
Tools,3.5,2.0794415416798357,2.302585092994046,Free,0.0,Everyone,26.0,2938
Entertainment,3.9,6.726233402358747,10.819778284410283,Free,0.0,Mature 17+,15.0,3134
Lifestyle,4.4,8.83869681234353,13.122363377404328,Free,0.0,Everyone,35.0,2798
Education/Business,4.6,12.294317012075673,16.11809565095832,Free,0.0,Everyone,4.7,3061
Social,4.2,14.046402413489185,17.72753356339242,Free,0.0,Mature 17+,76.0,3136
Tools,4.2,8.862625169408922,13.815510557964274,Free,0.0,Everyone,17.0,2591
Social,4.1,8.572627898304338,13.122363377404328,Free,0.0,Everyone,4.0,3103
Lifestyle,4.7,12.06332174065379,15.424948470398375,Free,0.0,Everyone,8.5,2993
Lifestyle,4.3,6.423246963533519,9.210340371976184,Free,0.0,Teen,25.0,3084
Lifestyle,3.0,6.297109319933935,10.819778284410283,Free,0.0,Everyone,94.0,3104
Lifestyle,4.3,6.398594934535208,11.512925464970229,Free,0.0,Everyone,35.0,3074
Entertainment,4.5,2.833213344056216,6.214608098422191,Free,0.0,Everyone,28.0,2795
Tools,2.2,1.3862943611198906,6.214608098422191,Free,0.0,Everyone,4.8,3014
Lifestyle,5.0,1.6094379124341003,4.605170185988092,Free,0.0,Everyone,64.0,2940
Education/Business,4.7,8.098642843759418,10.819778284410283,Free,0.0,Everyone,12.0,3071
Lifestyle,4.4,12.900698731969518,16.11809565095832,Free,0.0,Everyone,2.9,3106
Lifestyle,3.8,5.71042701737487,9.210340371976184,Free,0.0,Everyone,8.1,2812
Entertainment,4.2,11.722205358345263,16.11809565095832,Free,0.0,Everyone 10+,25.0,2945
Education/Business,3.7,1.9459101490553132,6.907755278982137,Free,0.0,Everyone 10+,3.4,3059
Tools,4.5,1.791759469228055,3.912023005428146,Free,0.0,Everyone,2.5,3130
Tools,4.5,2.8903717578961645,9.210340371976184,Free,0.0,Everyone,13.0,2996
Entertainment,4.8,7.414572881350589,9.210340371976184,Free,0.0,Everyone,4.7,3077
Entertainment,4.2,8.246958032568177,11.512925464970229,Free,0.0,Teen,31.0,2379
Entertainment,4.2,11.159473891814098,15.424948470398375,Free,0.0,Everyone,38.0,3127
Lifestyle,3.3,1.0986122886681098,6.214608098422191,Free,0.0,Everyone,7.4,2083
Tools,3.9,8.427049641563272,13.122363377404328,Free,0.0,Everyone,7.5,2912
Lifestyle,4.1,5.056245805348308,10.819778284410283,Free,0.0,Everyone,7.0,2454
Tools,3.8,5.337538079701318,10.819778284410283,Free,0.0,Everyone,0.712890625,1669
Lifestyle,4.7,9.551444720923957,13.122363377404328,Free,0.0,Everyone,7.1,3084
Entertainment,4.2,9.767266832624836,13.815510557964274,Free,0.0,Mature 17+,99.0,3073
Lifestyle,5.0,0.0,3.912023005428146,Free,0.0,Everyone,12.0,3020
Tools,4.5,3.1354942159291497,8.517193191416238,Free,0.0,Everyone,0.2763671875,3122
Tools,3.9,5.123963979403259,10.819778284410283,Free,0.0,Teen,2.1,1911
Entertainment,4.2,15.154612153394169,18.420680743952367,Free,0.0,Everyone,32.0,3125
Lifestyle,4.5,11.108559752305364,13.815510557964274,Free,0.0,Everyone,23.0,2380
Lifestyle,4.1,7.288244401020124,11.512925464970229,Free,0.0,Everyone,7.4,2525
Tools,4.3,10.230955082489231,13.815510557964274,Free,0.0,Everyone,16.0,3121
Lifestyle,4.3,6.561030665896573,11.512925464970229,Free,0.0,Everyone,5.0,3050
Lifestyle,4.4,12.143622608656969,15.424948470398375,Free,0.0,Everyone,40.0,3051
Entertainment,4.4,14.150513143748974,16.11809565095832,Free,0.0,Teen,50.0,3133
Lifestyle,3.7,1.0986122886681098,3.912023005428146,Free,0.0,Everyone,10.0,2102
Lifestyle,4.3,8.423102268016642,13.122363377404328,Free,0.0,Everyone,79.0,2916
Education/Business,3.5,5.537334267018537,9.210340371976184,Free,0.0,Everyone 10+,38.0,3092
Lifestyle,4.4,4.653960350157523,9.210340371976184,Free,0.0,Everyone,5.0,3043
Entertainment,4.6,14.175147411115946,16.11809565095832,Free,0.0,Mature 17+,29.0,3131
Lifestyle,5.0,2.302585092994046,6.907755278982137,Free,0.0,Everyone,21.0,3065
Lifestyle,3.8,7.023758954738443,11.512925464970229,Free,0.0,Everyone,5.7,2442
Tools,2.8,7.555381944240273,11.512925464970229,Free,0.0,Everyone,20.0,2997
Lifestyle,5.0,1.0986122886681098,4.605170185988092,Free,0.0,Everyone,1.5,1779
Tools,2.8,3.9889840465642745,8.517193191416238,Free,0.0,Everyone,20.0,3079
Tools,4.7,8.931419805192975,13.122363377404328,Free,0.0,Everyone,4.0,3123
Lifestyle,3.9,4.9344739331306915,10.819778284410283,Free,0.0,Everyone,4.8,3118
Lifestyle,4.6,2.5649493574615367,6.907755278982137,Free,0.0,Everyone,1.3,2484
Lifestyle,4.0,5.579729825986222,11.512925464970229,Free,0.0,Everyone,4.1,2050
Tools,3.9,2.833213344056216,6.907755278982137,Free,0.0,Everyone,2.4,2669
Tools,4.2,3.58351893845611,6.907755278982137,Free,0.0,Everyone,5.3,2535
Lifestyle,3.9,8.087332926473351,11.512925464970229,Free,0.0,Everyone,3.6,1925
Tools,4.2,1.791759469228055,6.907755278982137,Free,0.0,Everyone,29.0,3092
Social,4.7,6.35088571671474,9.210340371976184,Free,0.0,Mature 17+,53.0,3105
Entertainment,4.3,12.270642416179474,16.11809565095832,Free,0.0,Everyone,24.0,3086
Lifestyle,4.0,7.738052297689316,11.512925464970229,Free,0.0,Everyone,95.0,2565
Lifestyle,3.1,5.720311776607412,11.512925464970229,Free,0.0,Everyone,8.3,2379
Lifestyle,3.7,8.155362120328135,13.122363377404328,Free,0.0,Everyone,37.0,3140
Tools,4.3,10.380497827807389,13.815510557964274,Free,0.0,Everyone,3.2,3128
Education/Business,4.7,5.981414211254481,9.210340371976184,Free,0.0,Everyone,12.0,3138
Tools,4.3,8.163086375583216,13.815510557964274,Free,0.0,Everyone,6.5,2128
Lifestyle,4.2,12.71652219859044,16.11809565095832,Free,0.0,Everyone,34.0,3134
Lifestyle,3.0,4.77912349311153,10.819778284410283,Free,0.0,Everyone,3.9,2912
Education/Business,3.9,2.1972245773362196,6.907755278982137,Free,0.0,Everyone,8.8,2847
Education/Business,4.6,2.833213344056216,6.907755278982137,Free,0.0,Everyone,9.4,2898
Tools,3.3,3.295836866004329,8.517193191416238,Free,0.0,Everyone,5.0,3072
Tools,4.2,10.979769020719225,16.11809565095832,Free,0.0,Everyone,1.3,2989
Lifestyle,3.8,8.787830829258759,13.122363377404328,Free,0.0,Teen,76.0,3092
Lifestyle,4.1,13.419802197616844,17.72753356339242,Free,0.0,Everyone,73.0,2940
Education/Business,4.0,8.37378460812088,13.815510557964274,Free,0.0,Everyone,12.0,2996
Education/Business,2.9,4.9344739331306915,9.210340371976184,Free,0.0,Everyone,3.3,2726
Social,4.2,10.023268590855185,13.815510557964274,Free,0.0,Mature 17+,5.9,3129
Tools,3.9,9.826228466989177,16.11809565095832,Free,0.0,Everyone,6.1,3037
Lifestyle,4.6,8.593227877692234,13.122363377404328,Free,0.0,Everyone,58.0,3065
Entertainment,4.3,11.667952903189638,16.11809565095832,Free,0.0,Everyone,2.0,3034
Lifestyle,3.6,6.80903930604298,11.512925464970229,Free,0.0,Everyone,0.19140625,1496
Tools,3.9,3.295836866004329,6.907755278982137,Free,0.0,Everyone,3.0,2672
Social,4.9,6.654152520183219,8.517193191416238,Free,0.0,Mature 17+,4.9,3116
Social,3.0,0.0,6.214608098422191,Free,0.0,Mature 17+,5.5,3121
Tools,4.4,2.833213344056216,6.907755278982137,Paid,9.99,Everyone 10+,1.8,3055
Education/Business,4.5,9.419141561574516,13.122363377404328,Free,0.0,Everyone,27.0,2542
Entertainment,4.7,8.991935575009146,11.512925464970229,Free,0.0,Teen,52.0,3114
Tools,4.3,2.70805020110221,8.517193191416238,Free,0.0,Everyone,0.16015625,1129
Tools,4.3,6.78105762593618,9.210340371976184,Paid,9.99,Everyone,5.9,3092
Lifestyle,4.5,6.650279048587422,11.512925464970229,Free,0.0,Everyone,55.0,2790
Lifestyle,4.6,3.4965075614664802,4.605170185988092,Free,0.0,Everyone,3.3,2878
Social,4.5,3.9318256327243257,8.517193191416238,Free,0.0,Everyone,21.0,2321
Lifestyle,4.5,10.477203464850332,13.815510557964274,Free,0.0,Everyone,16.0,3113
Education/Business,4.1,7.971776122880628,11.512925464970229,Free,0.0,Everyone,45.0,3050
Entertainment,4.6,4.04305126783455,8.517193191416238,Free,0.0,Everyone,17.0,3098
Lifestyle,4.3,9.388486557359657,15.424948470398375,Free,0.0,Everyone,19.0,3114
Lifestyle,4.4,10.06364870466007,15.424948470398375,Free,0.0,Everyone,8.8,3128
Tools,4.1,7.8804263442924,10.819778284410283,Paid,0.99,Everyone,1.1,2179
Entertainment,4.2,10.399676582049104,13.815510557964274,Free,0.0,Everyone,1.5,2098
Tools,4.7,4.8283137373023015,9.210340371976184,Free,0.0,Everyone,23.0,3079
Tools,4.4,10.611671117922187,16.11809565095832,Free,0.0,Everyone,15.0,3138
Tools,4.4,10.631470847931531,13.815510557964274,Free,0.0,Everyone,1.2,2536
Lifestyle,4.1,4.890349128221754,9.210340371976184,Free,0.0,Everyone,48.0,3125
Social,4.1,11.79066325655054,16.11809565095832,Free,0.0,Everyone,25.0,3120
Lifestyle,4.6,8.319229938632326,13.122363377404328,Free,0.0,Everyone 10+,24.0,3121
Entertainment,4.2,11.161792279937831,13.815510557964274,Free,0.0,Teen,28.0,3050
Entertainment,4.4,15.218576240926527,18.420680743952367,Free,0.0,Everyone 10+,69.0,3108
Tools,4.2,10.878330171359899,15.424948470398375,Free,0.0,Everyone,2.2,2872
Entertainment,4.5,10.303571541691813,13.815510557964274,Free,0.0,Teen,29.0,3133
Lifestyle,4.5,7.183870715062453,10.819778284410283,Free,0.0,Teen,24.0,2985
Tools,4.1,8.063062911326792,13.122363377404328,Free,0.0,Everyone,2.3,3017
Lifestyle,4.6,9.926373656322829,11.512925464970229,Paid,3.99,Everyone 10+,25.0,3120
Lifestyle,5.0,4.948759890378168,6.907755278982137,Free,0.0,Everyone,15.0,3004
Entertainment,4.9,1.9459101490553132,4.605170185988092,Free,0.0,Everyone,2.2,2017
Education/Business,4.7,4.465908118654584,9.210340371976184,Free,0.0,Everyone,5.1,2752
Lifestyle,3.2,3.1780538303479458,8.517193191416238,Free,0.0,Everyone,4.8,3130
Lifestyle,4.6,5.700443573390687,11.512925464970229,Free,0.0,Everyone,11.0,3136
Entertainment,4.2,2.833213344056216,8.517193191416238,Free,0.0,Everyone,3.4,3122
Entertainment,3.5,9.30008966411979,16.11809565095832,Free,0.0,Everyone,4.6,2309
Entertainment,2.3,5.627621113690637,9.210340371976184,Free,0.0,Teen,2.4,2598
Tools,4.6,3.367295829986474,4.605170185988092,Paid,1.99,Everyone,39.0,3057
Entertainment,3.8,7.650644551436897,11.512925464970229,Free,0.0,Everyone 10+,40.0,2079
Tools,3.4,10.304074113193185,13.815510557964274,Free,0.0,Everyone,5.0,2756
Tools,4.3,12.214625961408217,16.11809565095832,Free,0.0,Everyone,35.0,3113
Tools,4.5,14.2257675002085,18.420680743952367,Free,0.0,Everyone,37.0,3132
Entertainment,4.4,12.466916524027209,16.11809565095832,Free,0.0,Everyone,3.1,3136
Social,4.8,2.995732273553991,6.214608098422191,Free,0.0,Mature 17+,4.9,3117
Tools,3.9,2.4849066497880004,6.214608098422191,Free,0.0,Everyone,2.5,2709
Tools,4.6,7.796057974316123,11.512925464970229,Free,0.0,Everyone,2.4,3084
Entertainment,3.8,10.467977158387665,13.815510557964274,Free,0.0,Everyone,45.0,1502
Entertainment,4.5,12.496418666518114,16.11809565095832,Free,0.0,Everyone,1.9,2017
Education/Business,4.5,5.746203190540153,10.819778284410283,Free,0.0,Everyone,6.9,3137
Lifestyle,4.8,1.3862943611198906,4.605170185988092,Free,0.0,Everyone,43.0,2958
Education/Business,4.7,2.3978952727983707,6.907755278982137,Free,0.0,Everyone,4.4,2641
Lifestyle,3.6,6.606650186198215,10.819778284410283,Free,0.0,Everyone,71.0,3107
Education/Business,3.5,4.189654742026425,9.210340371976184,Free,0.0,Everyone,12.0,2708
Entertainment,4.0,5.407171771460119,10.819778284410283,Free,0.0,Everyone,1.7,2857
Tools,4.0,6.274762021241939,11.512925464970229,Free,0.0,Everyone,2.3,1843
Tools,2.9,5.099866427824199,8.517193191416238,Paid,4.99,Everyone,0.140625,1898
Lifestyle,4.5,11.483197948497239,15.424948470398375,Free,0.0,Teen,87.0,3014
Entertainment,4.7,8.657650544111494,11.512925464970229,Free,0.0,Everyone,4.4,3132
Lifestyle,4.9,10.928148267076118,13.815510557964274,Free,0.0,Everyone,14.0,3076
Entertainment,4.2,5.351858133476067,9.210340371976184,Free,0.0,Teen,44.0,2786
Entertainment,3.9,11.243030918966566,15.424948470398375,Free,0.0,Everyone,14.0,3127
Lifestyle,3.5,4.51085950651685,9.210340371976184,Free,0.0,Everyone,25.0,3016
Entertainment,4.4,3.6375861597263857,9.210340371976184,Free,0.0,Everyone,2.6,2785
Education/Business,4.2,9.67990640549087,13.815510557964274,Free,0.0,Everyone,45.0,3050
Education/Business,4.1,8.874727765766853,13.815510557964274,Free,0.0,Everyone,11.0,3133
Education/Business,3.6,4.0943445622221,9.210340371976184,Free,0.0,Everyone,1.8,3073
Education/Business,3.9,5.568344503761097,9.210340371976184,Free,0.0,Everyone,22.0,3098
Education/Business,4.4,7.699389406256737,11.512925464970229,Free,0.0,Everyone,9.8,3128
Tools,3.8,10.094025264101424,13.815510557964274,Free,0.0,Everyone,2.2,1651
Entertainment,4.6,16.211500562345474,18.420680743952367,Free,0.0,Everyone 10+,88.0,3104
Entertainment,4.5,6.326149473155099,11.512925464970229,Free,0.0,Everyone 10+,32.0,3136
Tools,4.2,10.524171561362358,13.815510557964274,Free,0.0,Everyone,19.0,3123
Lifestyle,4.3,11.846142408870769,16.11809565095832,Free,0.0,Everyone,63.0,2951
Lifestyle,4.3,10.94100427517765,13.122363377404328,Paid,4.99,Everyone,43.0,2595
Lifestyle,4.2,11.777494988373515,16.11809565095832,Free,0.0,Everyone,50.0,2264
Tools,4.6,4.430816798843313,6.907755278982137,Paid,4.29,Mature 17+,23.0,2310
Entertainment,3.8,9.697815482133922,13.815510557964274,Free,0.0,Teen,35.0,2838
Lifestyle,4.7,5.075173815233827,8.517193191416238,Free,0.0,Everyone,19.0,3127
Entertainment,4.3,4.983606621708336,9.210340371976184,Free,0.0,Mature 17+,6.0,2980
Tools,3.1,2.833213344056216,6.907755278982137,Free,0.0,Everyone,0.5107421875,1743
Lifestyle,4.3,7.724446645633537,11.512925464970229,Free,0.0,Everyone,55.0,2820
Entertainment,4.3,11.631286111555074,13.815510557964274,Free,0.0,Teen,32.0,3123
Tools,4.6,11.199829853456357,13.815510557964274,Free,0.0,Everyone,37.0,3051
Education/Business,4.0,6.137727054086234,9.210340371976184,Free,0.0,Everyone,13.0,3016
Tools,4.6,1.6094379124341003,4.605170185988092,Free,0.0,Everyone,11.0,3136
Lifestyle,3.4,4.875197323201151,8.517193191416238,Free,0.0,Everyone,22.0,3096
Lifestyle,4.4,3.4965075614664802,8.517193191416238,Free,0.0,Everyone,23.0,2841
Education/Business,3.8,6.173786103901937,10.819778284410283,Free,0.0,Everyone,15.0,3065
Tools,4.3,9.4776156346503,13.815510557964274,Free,0.0,Everyone,4.6,3064
Social,4.2,1.791759469228055,4.605170185988092,Free,0.0,Everyone,2.7,2106
Lifestyle,4.3,6.804614520062624,11.512925464970229,Free,0.0,Everyone,1.8,2827
Social,4.1,10.917086466877281,13.815510557964274,Free,0.0,Everyone,4.3,3092
Lifestyle,3.3,2.772588722239781,6.214608098422191,Free,0.0,Everyone,33.0,2743
Tools,4.5,12.083187239895215,13.815510557964274,Free,0.0,Everyone,4.5,2859
Education/Business,4.7,3.6635616461296463,6.907755278982137,Free,0.0,Everyone,20.0,3000
Entertainment,4.4,3.4011973816621555,8.517193191416238,Free,0.0,Everyone,47.0,3104
Lifestyle,4.3,2.995732273553991,6.907755278982137,Free,0.0,Everyone,15.0,2405
Lifestyle,3.7,3.091042453358316,8.517193191416238,Free,0.0,Everyone,90.0,3112
Lifestyle,4.4,8.898365606955357,13.815510557964274,Free,0.0,Everyone,10.0,2744
Lifestyle,4.6,3.295836866004329,9.210340371976184,Free,0.0,Everyone,4.2,3116
Lifestyle,4.4,5.579729825986222,10.819778284410283,Free,0.0,Everyone,8.2,2562
Tools,5.0,1.3862943611198906,4.605170185988092,Paid,0.99,Everyone,12.0,3056
Lifestyle,4.8,3.1354942159291497,9.210340371976184,Free,0.0,Everyone,35.0,2888
Entertainment,3.9,6.663132695990803,11.512925464970229,Free,0.0,Everyone,3.4,1751
Education/Business,3.4,4.406719247264253,9.210340371976184,Free,0.0,Everyone,2.7,3007
Tools,4.4,2.70805020110221,6.907755278982137,Paid,3.99,Everyone,5.8,3134
Lifestyle,3.9,2.0794415416798357,6.907755278982137,Free,0.0,Everyone,6.2,3015
Entertainment,4.6,8.235095497258357,11.512925464970229,Paid,2.99,Mature 17+,53.0,3136
Education/Business,3.6,10.864866366226208,15.424948470398375,Free,0.0,Everyone,42.0,3129
Tools,4.5,11.148909354774602,13.815510557964274,Free,0.0,Everyone,9.7,3110
Lifestyle,4.4,7.772752716468742,11.512925464970229,Free,0.0,Everyone,1.1,2497
Social,4.3,11.245019875682022,13.815510557964274,Free,0.0,Teen,4.3,3092
Education/Business,4.1,12.206362603488301,16.11809565095832,Free,0.0,Everyone,18.0,3122
Tools,4.2,3.4965075614664802,6.214608098422191,Paid,1.49,Everyone,0.8369140625,2191
Lifestyle,4.3,5.327876168789581,6.907755278982137,Paid,4.99,Everyone,32.0,2963
Education/Business,4.7,1.0986122886681098,4.605170185988092,Free,0.0,Everyone,36.0,3124
Tools,4.5,6.901737206656574,11.512925464970229,Free,0.0,Everyone,2.9,3007
Tools,4.2,3.5553480614894135,6.214608098422191,Paid,1.49,Everyone,5.2,3037
Lifestyle,4.7,11.343192340336573,13.815510557964274,Free,0.0,Everyone,48.0,3138
Tools,3.9,7.6236419465115715,11.512925464970229,Free,0.0,Everyone,60.0,3083
Entertainment,4.2,4.110873864173311,9.210340371976184,Free,0.0,Everyone,6.1,3132
Tools,4.0,2.0794415416798357,6.907755278982137,Free,0.0,Everyone,2.2,3140
Education/Business,4.2,2.0794415416798357,4.605170185988092,Free,0.0,Teen,19.0,3036
Tools,5.0,3.58351893845611,4.605170185988092,Free,0.0,Teen,3.2,2770
